Age group,Applicant type,Domicile,Gender,Reference point,Status,Year,Applicants
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2019,120
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2019,170
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2019,170
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2019,180
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2019,180
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2019,190
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2019,190
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2019,200
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,All,2019,150
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2019,110
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2019,90
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2019,110
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2019,100
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2019,90
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Placed (Direct to Clearing),2019,20
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,Placed (Direct to Clearing),2019,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,Placed (Direct to Clearing),2019,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,Placed (Direct to Clearing),2019,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2019,80
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2019,80
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2019,90
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2019,90
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,Placed (Direct to Clearing),2019,50
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,Placed (Direct to Clearing),2019,20
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2020,130
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2020,200
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2020,200
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2020,200
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2020,200
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2020,210
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2020,210
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2020,220
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,All,2020,180
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2020,120
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2020,110
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2020,140
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2020,140
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2020,140
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2020,130
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2020,120
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2020,120
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2020,130
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2020,150
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2020,110
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Placed (Direct to Clearing),2020,20
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,Placed (Direct to Clearing),2020,60
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,Placed (Direct to Clearing),2020,60
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,Placed (Direct to Clearing),2020,60
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2020,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2020,90
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2020,90
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2020,90
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,Placed (Direct to Clearing),2020,40
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,Placed (Direct to Clearing),2020,20
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2021,60
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2021,60
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2021,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2021,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2021,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2021,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2021,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2021,70
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,All,2021,60
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2021,60
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2021,50
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2021,40
21-24,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Placed (Direct to Clearing),2021,20
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+2,Placed (Direct to Clearing),2021,20
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+3,Placed (Direct to Clearing),2021,30
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+4,Placed (Direct to Clearing),2021,30
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2021,30
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2021,30
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2021,30
21-24,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2021,30
21-24,Direct to Clearing,EU (excluding UK),All,JCQ,Placed (Direct to Clearing),2021,20
21-24,Direct to Clearing,EU (excluding UK),All,SQA results day,Placed (Direct to Clearing),2021,20
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2012,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2012,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2012,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2012,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,All,2012,20
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2012,10
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2012,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2012,20
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2012,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2012,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2012,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2012,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2012,10
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2013,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2013,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,All,2013,40
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2013,30
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2013,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2013,40
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2013,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Placed (Direct to Clearing),2013,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2013,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2013,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2013,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2013,10
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2014,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2014,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2014,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2014,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2014,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2014,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2014,50
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,All,2014,30
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2014,20
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2014,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2014,30
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2014,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,Placed (Direct to Clearing),2014,10
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2015,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2015,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,All,2015,30
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2015,20
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2015,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2015,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2015,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2015,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2015,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2015,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2015,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2015,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2015,30
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2015,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Placed (Direct to Clearing),2015,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Placed (Direct to Clearing),2015,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Placed (Direct to Clearing),2015,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Placed (Direct to Clearing),2015,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2015,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2015,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2015,20
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2016,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2016,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2016,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2016,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,All,2016,30
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2016,20
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2016,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,Other (Direct to Clearing),2016,30
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,Other (Direct to Clearing),2016,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,Placed (Direct to Clearing),2016,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,Placed (Direct to Clearing),2016,10
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,Placed (Direct to Clearing),2016,10
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,All,2017,30
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+5,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+6,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+7,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+8,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,JCQ,All,2017,40
25-29,Direct to Clearing,EU (excluding UK),All,SQA results day,All,2017,30
25-29,Direct to Clearing,EU (excluding UK),All,1 day after SQA results day,Other (Direct to Clearing),2017,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+2,Other (Direct to Clearing),2017,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+3,Other (Direct to Clearing),2017,20
25-29,Direct to Clearing,EU (excluding UK),All,JCQ+4,Other (Direct to Clearing),2017,20
